CAPIM BRANCO (Penicetum villosum (Chloris polydactyla));Otimo para ornamentar jardins e fazer forrações com até 60 cm de altura, penicetum villosum tem boa floração que é de cor branca. Aceita poda para qualquer altura e é muito bonito.
CAPIM CHORÃO (Pennisetum setaceum);O capim-chorão é uma gramínea de folhagem bastante decorativa. Sua folhas são longas, lineares, curvas e muito finas. De baixíssima manutenção, também presta-se como forração, principalmente em taludes, onde pode demonstrar sua grande capacidade de controlar a erosão.
Name;Description
CAPIM CITRONELA (Cymbopogon winterianus);Contra Aedes aegypti e moscas, citronela é ótima solução.  Com um metro e meio de altura esse capim possui mais de oitenta componentes que afugentam mosquitos.
CAPIM DOS TEXAS (Pennisetum setaceum rubrum);Capim do Texas é uma forração ornamental muito bonita, fecha canteiros e jardins. Pode ser cultivada em vasos ou jardineiras, também. Planta muito resistente, resiste a geadas e até fogo com posterior rebrota. Atinge 1,20 metro de altura.
CAPITÃO DO CAMPO (Callisthene fasciculata.);Capitão-do-campo é uma árvore brasileira pioneira, nativa da floresta estacional semidecidual e do cerrado dos estados de Minas Gerais, Goiás, Mato Grosso do Sul e São Paulo.
CAPIXINGUI ( Croton floribundus.);Capixingui é uma espécie nativa no Brasil, não endêmica, pioneira, muito comum em bordas e clareiras de florestas ombrófilas e estacionais do Brasil.
CAPOROROCA ( Rapanea ferruginea);Capororoca é o nome vulgar brasileiro das árvores do gênero Myrsine da família Myrsinaceae. São árvores de porte pequeno a médio, portando folhas simples com margens inteiras em disposição alternas no caule. Os frutos da planta são drupáceos.
CAPUCHINHA (Tropaeolum majus);
CAQUI (Diospyrus kaki L.);
CARAMBOLA (Averrhoa carambola);
CAROBA ( Jacaranda macrantha);A Caroba é uma planta muito comum no Brasil,têm aplicação ornamental,devido à beleza de suas flores arroxeadas.
CARQUEJA (Baccharis trimera (Less.) DC);
CÁSSIA DO NORDESTE ( Senna espectabilis);Cassia spectabilis é uma árvore da família das fabáceas, sub-família Caesalpinioideae, conhecida por diverosos nomes vulgares como Cássia, Cássia-do-nordeste, Cássia-macranta, Cássia-macrantera, Fedegoso. É uma planta com origem no Brasil. É uma árvore de crescimento rápido, que atinge um porte de 4 metros de altura, para 4 metros de diâmetro da copa arredondada. As folhas são pequenas e caducas. A floração decorre entre março a abril e origina flores de cor amarela.
CASSIA VERMELHA (Cassia renigera.);A Cássia Vermelha é uma árvore de florescimento majestoso, o que a torna adequada para arborização de parques e praças, em plantios isolados ou formando grupos. Frutos com aroma de alcaçus.
CATA-VENTO DA HAWORTH (Aeonium haworthii);Conhecida como Cata Vento, esta suculenta nativa da África assume folhas em formato de rosetas em dupla cor: verde no centro, e vermelho nas pontas e bordas. Dica: no sol a coloração vermelha se intensifica.
CATA-VENTO DE COBRE (Aeonium sunburst) sob encomenda;O Cata Vento de Cobre é uma espécie bem colorida pois possui cores diferentes em seus folhas, variando entre verde claro, escuro, branco e amarelo. E para algumas plantas, pontos em tom rosado. E no verão produzem flores brancas!
CEBOLA CRIOULA (Allium cepa.);Alta produtividade, com grande uniformidade de bulbos e ótimo conservação pós colheita.
CEBOLA CRIOULA ROXA (Allium cepa.);Alta produtividade, com grande uniformidade de bulbos e ótimo conservação pós colheita.
CEBOLA NIRA (Allium tuberosum);
CEBOLA WHITE CREOLA ( Allium cepa.);Alta produtivida. Grande uniformidade de bulbos. E ótima conservação pós colheita.
CEBOLINHA (Allium fistulosum);
CEBOLINHA DE TEMPERO TODO ANO (Allium fistulosum);A Cebolinha é um clássico tempero que faz parte de quase todos os jardins e hortas. Sua produtividade é o ano inteiro e com uma boa terra adubada suas folhas podem atingir o tamanho bem maior do que os encontrados em mercados em geral.
Name;Description
CEBOLINHA TODO ANO ORGÂNICA (Allium fistulosum);"Folhas com coloração verde médio. Boa capacidade de perfilhamento, macia e de sabor agradável."
CEBOLINHA VERDE ( Allium fistulosum);É uma planta vivaz, que se desenvolve em tufos muito densos. Apresenta folhas verde-escuras, roliças, que atingem no máximo 30 cm de altura. A cebolinha é indicada para ser cultivada, principalmente, em plantios domésticos.
CEDRO ROSA (Cedrela fissilis);
CEDRO ROSA (Cedrela fissilis );Planta decídua que ocorre preferencialmente em solos úmidos e profundos, como os encontrados em vales e planícies.Desenvolve-se no interior de florestas primárias, mas também pode ser encontrada em capoeiras. O Cedro-Rosa é utilizado em construções civis, decoração, mobiliário, embalagens, chapas condensadas, instrumentos musicais ou parte deles, molduras para quadros, caixa de cachimbo. Também é utilizada na medicina, no combate a febre, feridas e úlceras. É utilizada como arborização de praças públicas, parques e jardins e também tendo a finalidade de recuperar ecossistemas degradados.
CENOURA BRS ESPLANADA ( Daucus carota L.);"Recomendada para processamento (cenouretes).Resistente a queima das folhas. Quanto menor o espaçamento mais finas serão as raízes. Alto teor de caroteno."
CENOURA NANTES CALIBRADA MÉDIA (Daucus carota L.);Variedade adaptada para o inverno. Excelente sabor. Rica em sais minerais e vitamina A. Raiz de formato cilíndrico, lisa, de excelente sabor e tamanho médio de 16 x 3 cm.
CEREJEIRA (Amburana cearensis);Cerejeira é o nome dado a várias espécies de árvores frutíferas de clima temperado cuja maioria são originárias da Ásia, algumas frutíferas, outras produtoras de madeira nobre. Estas árvores classificam-se no subgênero Cerasus incluído no gênero Prunus.
CHÁ DE BUGRE (Cordia sellowiana.);O Chá de Bugre é indicada para paisagismo, possui madeira pesada, usada na construção civil, na marcenaria, na carpintaria e como lenha. Suas folhas são usadas na medicina popular como depurativas, anti-reumáticas, cicatrizantes e anti-inflamatórias, além de excelente ação contra picadas de jararaca e cascavel através do uso de infusão da casca.
CHEFLERA (Schefflera actinophylla.);Schefflera arboricola é uma planta da família Araliaceae, nativa de Taiwan e de Hainan. Seu nome comum é árvore de guarda-chuva anão, pois parece ser uma versão menor da árvore de guarda-chuva, Schefflera actinophylla.
CHEFLERA (Schefflera arboricola);
CHICORIA ESCAROLA LISA (Cichorium endivia 'latifolium.);Variedade de folhas lisas e cor verde escura. Ciclo de 60 dias no verão e 80 dias no inverno. São plantas que preferem épocas mais frias do ano.
CHIFRE DE VEADO (Platycerium bifurcatum);
CICA (Cycas revoluteo);Planta pré-histórica do período jurássico (dinossauros!), ornamental, pode ser plantada em vasos e parece com uma palmeira. Atinge três metros e possui folhas longas
CINAMOMO GIGANTE (Melia azedarach.);A árvore é cultivada como ornamental e para sombra em todos países tropicais do mundo. A madeira é utilizada para lenha, carpinteiria, caixas, cabos de ferramentos e brinquedos. O fruto é considerado vermífugo, mas usado em quantidade elevada é venenoso. As folhas são usadas externamente, no tratamento das adenites. As variedades tóxicas têm propriedades inseticidas, sendo as folhas e frutos secos, usados para proteger roupas armazenada contra insetos.
CINERÁRIA (Senecio douglasii);
CIPRESTE CALIFÓRNIA ( Cupressus macrocarpa) Sob encomenda;É uma árvore ornamental conífera sempre verde de porte médio e copa ampla frondosa, quando adulta muitas vezes o topo torna forma irregular e achatado como resultado dos fortes ventos, dando a planta uma característica diferenciada.
CIPRESTE DOS HIMALAIAS (Cupressaceae);Cupressus torulosa, vulgarmente conhecido como o cipreste do Himalaia ou o cipreste do Butão, é uma espécie de cipreste nativa do sul da Ásia. É uma árvore grande, crescendo até 45 m de altura.
CIPRESTE ITALIANO  (Cupressus sempervirens);
CIPRESTE ITALIANO (Cupressus sempervirens) Sob encomenda;Se mantem verde o ano todo, é muito interessante e decorativo com seu porte e folhagem escura. O cipreste italiano é muito resistente ao fogo e pode ser usado como barreira para os incêndios que afetam a região mediterrânea.
CLOROFITO  (Chorophytum comosum);
Name;Description
CLÚSIA  (Clusia fluminensis);
COENTRO (Coriandrum sativum);
COENTRO VERDÃO ( Coriandrum sativum L.);As flores são pequenas, assimétricas e bonitas com maravilhoso aroma. Não pode faltar na horta doméstica  ainda é ornamental e suas flores e folhagem graciosas podem formar belos maciços e bordaduras. Também pode ser plantado em vasos e jardineiras. Atinge 50 cm de altura.
COENTRO VERDÃO ORGÂNICO (Coriandrum sativum);"Folhas lisas e altas, de coloração verde escura Precocidade na colheita, boa produtividade e ótima formação de mações. Boa adaptação a altas temperaturas Tolerância a nematóides M.incógnita raça 3, M.javanica e Menterolobii"
COITÉ (CUIEIRA) (Crescentia cujete);
COLAR DE PÉROLAS (Senecio rowleyanus);O Colar de Pérolas é nativo da África, e bem delicado. As folhas são semelhantes ao formato de ervilhas, com feixe mais transparente para passagem de luz. As flores crescem em formato de capítulos, com a coloração bem branca e com os estames coloridos de uma cor púrpura, extremamente forte. Floresce na primavera.
Coleção Orquideas Estações - Orquideas de Inverno;Chegou o inverno. Descubra os motivos que levam diversas orquídeas a florescerem na época em que as outras plantas estão em dormência. 35 espécies: Confira uma seleção de espécies de orquídeas que se enchem de belas flores no inverno e as dicas para acertar no cultivo. Cuidados na estação: Veja como tratar das orquídeas que floresceram no outono, das que estão floridas agora e preparar a florada de primavera.
Coleção Orquideas Estações - Orquideas de Outono;A vez do outono. Entenda como e por que os dias mais curtos e as temperaturas mais amenas influenciam nas orquídeas desta estação. As belas da estação. Uma galeria com 39 espécies, suas características e o que você precisa saber para ter sucesso no cultivo e obter belas floridas. Dicas de cultivo. O que fazer com as orquídeas recém-floridas de verão, como prolongar as flores de outono e se preparar para o inverno.
Coleção Orquideas Estações - Orquideas de Primavera;Primavera florida Descubra os fatores que levam a maior parte das orquídeas a florescer nesta época do ano. 36 orquídeas Uma seleção das espécies que dão flores na primavera e as dicas para cuidar delas corretamente. Acerte no vaso Como escolher o recipiente e o substrato ideal para ter sucesso com cada tipo de orquídea.
Coleção Orquideas Estações - Orquideas de Verão;No calor do verão. Muitas orquídeas preferem florescer na estação mais quente do ano. Entenda o porquê. 32 espécies: Conheça as orquídeas que dão flores no verão e confira as dicas para sempre acertar no cultivo. Xô, bicho! Aprenda a identificar e controlar as principais pragas e  doenças que ameaçam as suas orquídeas
Coleção Rubi Volume 1 - Orquídeas Brasileiras;O melhor de falar das orquídeas que vegetam o solo brasileiro é a enorme variedade de espécies, conforme as características dos seus biomas de origem. E entender que a Cattleya purpurata da úmida Mata Atlântica de Santa Catarina é radicalmente diferente do Cyrtopodium virescens que sobrevive até os incêndios típicos do Cerrado, informações que fazem toda diferença na hora do cultivo. Orquídeas da Natureza - Os caçadores de orquídeas: Espécies brasileiras que mudaram a história da orquidofilia mundial. Ecossistemas e espécies: Os principais biomas do Brasil e as orquídeas características de cada um. Como interpretar o hábitat: Aprenda a reproduzir a condição de luz e umidade que a orquídea encontra na natureza.
Coleção Rubi Volume 10 - Orquídeas Dendobrium;Especialista ensina : Aprenda com a colecionadora Leili Izumida os truques para ter sucesso com os Dendrobium. As mais belas espécies. Conheça todas as características de 26 orquídeas do gênero com as mais variadas formas e cores. Dicas de cultivo: Um guia com todas as informações para você fazer seu Dendrubium florescer.
Coleção Rubi Volume 2 - Orquídeas Perfumadas;Orquídeas da Natureza. Fragrâncias sedutoras: Entenda as razões biológicas e químicas que fazem a orquídea ser uma planta tão aromática. Perfume a sua casa. Descrição e dicas de cultivo de espécies com aroma de mel, canela, rosas, frutas cítricas e muito mais. Estratégias curiosas: Detalhes das artimanhas que algumas orquídeas usam para atrair os agentes polinizadores.
Coleção Rubi Volume 3 - Vanda;Entenda as Vandas: As principais características dessa orquídea que vai muito bem no Brasil e tem flores extraordinárias. Espécies e híbridos: Conheça a espécie-tipo, alguns dos milhares de híbridos e as histórias das plantas de maior sucesso. Dicas de cultivo Aprenda a criar o ambiente ideal, o cuidado com as raízes e como obter mais de uma floração por ano.
Coleção Rubi Volume 4 - Mini e Micro Orquídeas;Mini e Micro Orquídeas. Micro e miniorquídeas: Aprenda a diferença entre mini e micro-orquídeas e entenda porque elas ganham cada vez mais fãs. Comece sua coleção: Conheça e saiba como cultivar 29 espécies e tenha um curioso orquidário num pequeno espaço. Dicas de cultivo: Especialistas ensinam como cuidar das miniorquídeas e ter touceiras vistosas e floradas esplêndidas.
Coleção Rubi Volume 5 - Orquídeas Chuva-de-Ouro;Orquídeas chuva-de-ouro: Chuva de flores. Conheça espécies e híbridos da chuva-de-ouro de diferentes tamanhos, perfumes e cores. Na natureza: Especialista mostra como se comportam as Oncidiinae que vivem em diferentes hábitats. Decoração: Dicas para você valorizar a beleza da florada da chuva-de-ouro em jardins verticais, vasos e cachepôs.
Coleção Rubi Volume 6 - Orquídeas Phalaenopsis;"Phalaenopsis: Espécies. Conheça 15 phalaenopsis bem diferentes das tradicionais orquídeas-borboletas. HíbridasFloridas por até três meses, elas são as orquídeas mais comercializadas do mundo. Cultivo: Aprenda os segredos de cultivo das Phalaenopsis, para obter floradas sempre exuberantes."
Coleção Rubi Volume 7 - Orquídeas Cymbidium;"Cymbidium híbridos. Uma das cinco orquídeas mais vendidas, sua florada em cachos chega a durar até três meses.  Espécies nobres: Ainda raras no Brasil, elas têm uma beleza diferente que desperta o desejo dos colecionadores.Dicas de cultivo: O que você precisa saber para se dar bem com as regas, adubações, multiplicação e outros cuidados."
Coleção Rubi Volume 8 - Orquídeas Sapatinho ;Paphiopedilum. Com labelo gigantesco e belas flores de até 20 cm, eles se destacam em qualquer coleção. Phragmpedium: Conheça esses sapatinhos que fazem sucesso devido à descoberta recente de novas espécies.  Dicas de cultivo: Entenda todos os cuidados que elas exigem, especialmente com temperatura e umidade.
Coleção Rubi Volume 9 - Orquídeas Valquerianas ;Orquídea nativa. Conheça a walkeriana, uma espécie brasileira cheia de história que conquistou o mundo. Flores perfeitas. Desde 1970, a walkeriana é aperfeiçoada para produzir a flor ideal, sonho dos colecionadores. Dicas de cultivo Cinco especialistas ensinam os segredos para a walkeriana florescer exuberantemente.
Name;Description
COMIGO NINGUÉM PODE (Dieffenbachia amoena);
COPAÍBA (Copaifera langsdorffii);De sombra generosa e medicinal, essa árvore é excelente para ruas e praças. A Copaíba é considerada o antinflamatório da floresta, devido aos seus atributos de cura e melhorias na saúde humana.
COPAÍBA (Copaifera langsdorffii);
COPO DE LEITE (Zantedeschia aethiopica);
COPPERTONE STONECROP (Sedum nussbaumerianum) ;A Coopertone vem do México com suas folhas amarelo-esverdeadas ou vermelho-acobreadas, arredondadas e pontudas. As flores são pequenas, brancas, em forma de estrela e perfumadas.
CORAÇÃO DE NEGRO ( Caesalpinia pluviosa);Nativa da Mata Atlântica, o Coração-de-Negro, que também é regionalmente conhecido como ipê coração ou canela do brejo, pode atingir 25 metros de altura. Além do valor comercial que faz com que sua preservação seja almejada, o coração-de-negro é largamente plantado em áreas degradadas para recuperação, como florestas desmatadas ou matas ciliares.
COSMOS DE JARDIM COSMEA SENSAÇÃO (Cosmos bipinnatus);"Sementes de Cosmos, da variedade ""Sensação"", nas cores branca, rosa e vermelha. Uma planta herbácea, anual, de flores vistosas e fácil de cultivar. Apresenta porte arbustivo e ramagem ramificada. Suas folhas são opostas, finamente divididas em segmentos lineares e filiformes, que dão um aspecto plumoso à folhagem. A inflorescência é simples nesta variedade, e é do tipo capítulo. As pétalas podem ser róseas, brancas ou vermelhas."
COUVE BRÓCOLI PIRACICABA PRECOCE (Brassica oleracea.);Sementes de Brócolis Brassica oleracea var. italica da variedade Piracicaba Precoce. Muito saboroso e nutritivo.
COUVE BROCOLIS ROMANTESCO ( Brassica oleracea.);O romanesco é a inflorescência comestível da Brassica oleracea var. botrytis, uma variedade da espécie a que pertencem também a couve-flor, o brócolis, a couve, o repolho e a couve-de-bruxelas. É originário da Itália e mais precisamente de Roma.
COUVE CHINESA PETSAI (Brassica oleracea.);Repolho-china, repolho-chinês, bok choy ou chingensai é um complexo de variedades de repolho cultivadas e largamente usadas na culinária oriental.
COUVE DE BRUXELAS (Brassica oleracea.);Couve-de-bruxelas é uma verdura que lembra pequenos repolhos e por isso, também é chamada de repolhinho, é do mesmo género que a couve. Ela tem a particularidade de crescer ao longo do talo da planta, que na época da colheita fica totalmente coberto pelos pequenos repolhos.
COUVE MANTEIGA DA GEORGIA (Brassica oleracea.);A semente de Couve é uma verdura fácil de plantar e com baixo custo. Para aqueles que não abrem mão de uma boa salada ou até mesmo para fazer sucos desintoxicantes, ter uma produção caseira de couve é uma ótima opção.
CRAVO DA ÍNDIA (Eugenia caryophyllata) ;
CRISANTEMO CARINATUM SORTIDO ( Chrysanthemum.);O Crisântemo é um planta que é cultivada a milhares de anos nos países asiáticos. Em grego, crisântemo significa “flor de ouro”. Existe mais de 100 espécies de crisântemo e mais de 800 variedades pelo mundo. Seu tamanho médio é de 1 metro e suas propagação é feita atrás por estaca e sementes, dando flores o ano todo. Para seu desenvolvimento é necessário muita luz indireta e, de preferência um clima quente e úmido.
CRÓTON AMARELO (Codiaeum variegatum);Muito parecido com o Cróton de folhas Vermelhas, o Crotón Amarelo é ornamental  e atinge de 2 a 3 metros, possui folhas amarelas e é interessante para cerca viva e paisagismo. Gosta de calor.
CRÓTON VERMELHO (Codiaeum variegatum);
CUPUAÇÚ (Theobroma grandiflorum);
CURRY (Murraya koenigii);
CUSPIDARIA (Cuspidaria convoluta);
DAMA DA NOITE (Cestrum nocturnum);
Name;Description
DEDALEIRO OU MANGABA BRAVA ( Lafoensia pacari.);Por seu porte pequeno, raízes não agressivas e florescimento ornamental, o Dedaleiro é bastante utilizado na arborização urbana de diversos municípios do Paraná. Seu plantio também é recomendado na recuperação de áreas degradadas e na recomposição de mata ciliar. Por não ser uma espécie pioneira, é interessante efetuar plantios mistos ou em anos subsequentes ao início do reflorestamento.
DEDO DE MOÇA (Sedum pachyphyllum) ;A Dedo de Moça é uma suculenta da família das Crassuláceas com folhas curtas, verde claras e prateadas. As flores amarelas aparecem no Verão.
DILL (Anethum graveolens);
DINHEIRO EM PENCA (Pilea nummulariifolia);
DORMIDEIRA  (Mimosa pudica) Sob encomenda;Mimosa pudica L., conhecida popularmente por dormideira, sensitiva, dorme-dorme ou não-me-toques é um pequeno arbusto perene da América tropical, pertencente à família das ervilhas. Este nome é devido à forma como os folíolos das folhas se juntam quando ela é tocada ou exposta ao calor.
DRACENA ARBOREA (Dracena arbórea);
DRACENA PLEOMELE (Dracaena reflexa);
DRACENA TRICOLOR (Dracena marginata);
EMBAUBA  (Cecropia hololeuca);A árvore é uma das mais belas de nossa flora, muito apreciada pelos animais e insetos.
EMBAÚBA (Cecropia hololeuca);
EMBAÚBA PRATA (Cecropia hololeuca);Quanto à qualidade de sua madeira, é macia e de baixa resistência. Ou seja, pode ser usada na confecção de objetos leves, como fósforos, caixotaria, lápis, brinquedos, aeromodelismo, tamancos e saltos de calçados. Mas bom mesmo é a qualidade de seus frutos, alegria da fauna onde há sua ocorrência.
EMBIRA DE SAPO ( Lonchocarpus cultratus.);Conhecida como falso-timbó, guaianã, ingá-bravo, embira-de-carrapato, pau-de-carrapato, rabo-de-macaco, pau-de-canzil, e maracanã-da-grande, essa árvore apresenta características ornamentais, sobretudo em função de sua copa piramidal. É comum ser empregada na arborização urbana. Atinge 3,5 metros em 2 anos. É indicada também para ser plantada em áreas degradadas de preservação permanente e se adapta bem à terrenos pobres e secos.A madeira, dura, pesada e compacta, costuma servir para obras internas da construção civil e peças torneadas.
ERVA CIDREIRA (Lippia alba);
ERVA DOCE (Pimpinella anisum L.);
ERVA MATE (Aquifoliaceae);É considerada árvore símbolo do Rio Grande do Sul. Também é parte integrante dos símbolos do Estado do Paraná, estando representada, com um ramo da planta, na bandeira e no brasão estadual. Pode atingir doze metros de altura. Tem caule cinza, folhas ovais e fruto pequeno e verde ou vermelho-arroxeado.
ERVILHA TORTA DE FLOR ROXA (Pisum sativum.);Sementes de Ervilha Torta, da variedade de Flor Roxa, da espécie Pisum sativum, uma planta trepadeira, que produz vagens tenras e deliciosas, de cor verde clara com comprimento entre 13 e 15 cm e diâmetro entre 2,5 e 3,5 cm. Ideal para o preparo de refogados.
ESPADA DE SÃO JORGE (Sansevieria Trifasciata);
ESPATÓDEA ( Spathodea.);Spathodea campanulata, conhecida por mijinho, mijadeira, bisnagueira, tulipeira-do-gabão ou chama-da-floresta é uma árvore da família das Bignoniaceae, sendo a única espécie do seu género botânico. O nome genérico deriva da palavra grega spathe, relativa ao cálice em formato de espádice.
ESPINAFRE NOVA ZELANDIA (Tetragonia tetragonoides.);O Espinafre-da-nova-zelândia é uma planta rasteira de textura semi-herbácea, muito cultivada para consumo como verdura. É a espécie de espinafre mais consumida no Brasil, o que causa muita confusão com o espinafre-verdadeiro, da espécie Spinacia oleracea, mais consumida nos Estados Unidos e Europa.
ESPIRRADEIRA (Nerium oleander);
Name;Description
ESTRAGAO RUSSO ARTEMISIA (Artemisia camphorata);É uma planta que não deve faltar na horta doméstica, pois mesmo com pouco uso, é uma excelente planta companheira, repelindo insetos e outras pragas. Por este motivo é também interessante plantá-lo nos canteiros do jardim. Seu formato arredondado, textura e cor são excelentes para formar planos de fundo e enaltecer floríferas por exemplo.
ESTRELA DO MAR ( Haworthia cymbidormis);Suculenta recheada de água, a Estrela do Mar possui folhas macias e coloração verde semi-translúcido, sendo suas flores pequenas, brancas e em forma de sino em hastes longas
EUCALIPTO ARCO-IRIS (Eucalyptus deglupta);
EUGÊNIA (Eugenia sprengelli);
FALSO BARBATIMAO (Cassia leptophylla.);O Falso-Barbatimão é uma árvore da família das fabáceas, sub-família Caesalpinioideae. É característica de formações secundárias de florestas e sua ocorrência no interior da mata primária densa é rara. A frutificação ocorre no inicio no mês de março e tem seu término ao final julho Esta árvore tem origem no Brasil.
FARINHA SECA ( Peltophorum dubium);O conjunto elegante formado pela copa, ramagem e tronco da Farinha-Seca a tornam uma árvore bastante decorativa, ideal para grandes espaços, como parques e jardins amplos. Quando florida é um espetáculo à parte e torna-se muito atrativa para abelhas e outros insetos polinizadores. Ameaçada de extinção, esta árvore nativa também é considerada pioneira e de sucessão primária, sendo importante incluí-la em programas de reflorestamento e recuperação ambiental.
FAVA ARARA ( Parkia multijuga Benth.);"A madeira é empregada apenas para compensados, caixotaria, brinquedos, etc. A árvore é ornamental, principalmente pela folhagem brilhante e porte elegante; pode ser empregada com sucesso no paisagismo, principalmente na arborização de grandes avenidas e praças públicas. Planta de rápido crescimento, ótima para plantios de áreas degradadas visando a recomposição de sua vegetação."
FEDEGOSO (Senna macranthera);
FEDEGOSO (Senna occidentalis);Planta invasora de culturas anuais, perenes, pomares e especialmente pastagens. Tolera solos pobres, erodidos e secos. É tóxica para bovinos, ovinos, equinos e aves.
FIGO NEGRITO (PRETO PEQUENO, FICUS CARICA);
FIGO-DA-ÍNDIA (Opuntia ficus indica);
FIGUEIRA BRANCA (Ficus guaranitica.);A árvore é frondosa, proporcionando ótima sombra, por isso normalmente é utilizada para arborização rural e eventualmente para paisagismo de praças e jardins. É também indicada para a composição de reflorestamentos destinados à recomposição de áreas degradadas de preservação permanente.
FISÁLIS (Physalis angulata);A Physalis é uma fruta comestível da família das solanáceas, a mesma do tomate, da beringela, da batata e do pimentão. Ela também é conhecida como camapum, saco-de-bode, mulaca, joá e joá-de-capote. Pequena, redonda e de cor verde, amarela, laranja ou vermelha, nasce em arbusto de caule ereto e ramificado - que pode atingir até 2,5 metros de altura quando tutorado. Em seu desenvolvimento, a physalis fica dentro de um casulo feito de folha fina e em formato de cálice.
FISALIS (Physalis);
FLAMBOYANT (Delonix regia);
FLAMBOYANT VERMELHO ( Delonix regia);Considerado uma das árvores mais belas do mundo, de copa abundante e irregular que costuma exibir suas exuberantes flores de forma vigorosa na época do verão.
FLAMBOYANZINHO (Caesalpinia pulcherrima);Arbusto muito popular no paisagismo tropical. Suas flores são maravilhosas e exuberantes formando belo aspecto paisagístico.
FLOR-DE-SINO (Abutilon pictum);
FORMIO ROXO (Phormium tenax rubrum);
FORMIO VARIEGATA (Phormium tenax Variegata);
Name;Description
FORMIO VERDE (Phormium tenax);
FRAMBOESA (Rubus idaeus);
FRUTA DO CONDE (Rollinia silvatica);
FRUTA PÃO (Artocarpus altilis);
Frutíferas ;De forma detalhada, o livro ensina qual é o local ideal, as mudas mais indicadas e os substratos que devem ser usados na hora de se montar um pomar, além de contar com projetos de paisagismo.
Frutíferas para passarinhos ;
FUNCHO DE CABEÇA ERVA DOCE (Pimpinella anisum L.);O sabor aromático do Funcho é único, relembrando mesmo o licor de anis, tanto que é muitas vezes, e erradamente, referido como anis em muitos mercados. A textura do funcho é similar à do aipo, ou seja crocante e ligeiramente estriada. O nome científico do funcho é Foeniculum Vulgare.
Gabiroba 	(Campomanesia xanthocarpa);
GARAPEIRA ( Apuleia Ieiocarpa.);"A Garapeira quando cresce isoladamente adquire copa frondosa e pode ser usada no paisagismo em geral.A madeira de garapa, por ser pesada, de durabilidade natural moderada, de resistência mecânica entre média e alta, é indicada para construção de estruturas externas, dormentes, postes estacas, mourões, carrocerias; em construção civil, como vigas, caibras, ripas, tábuas e tacos para assoalhos; marcos de portas e janelas etc.; barris de cerveja, cabos de ferramentas; construções navais, como estruturas, quilhas etc."
GARDÊNIA  (Gardenia jasminoides);
Gel para Plantio - pcte com 3g;
GIRASSOL OUTONO BONITO SORTIDO (Helianthus annuus.);"Sementes de Girassol, da variedade ""Bonito de Outono"", uma planta espetacular pela sua beleza. Como o próprio nome diz, as inflorescências do girassol realizam heliotropismo, isto é, seguem o sol. Os girassóis desta cultivar alcançam de 2 a 2,5 metros de altura. Produz cerca de 10 hastes/planta e flores com 10 a 15 cm de diâmetro. Suas folhas são pilosas, o que lhe confere uma coloração acinzentada. As inflorescências do tipo capítulo podem ser amarelas ou vermelhas."
GIZ AZUL (Senecio serpens);Conhecido como Giz Azul e originário da África do Sul, esta simpática suculenta possui folhas cor verde-azulada, carnosas, lineares e cilíndricas. São perenes e florescem no verão.
GOIABA (Psidium guajava);
GOIABA BRANCA ( Psidium guajava);A Goiaba Branca é uma planta perene podendo dar frutos o ano todo. A goiaba é doce, de perfume marcante e costuma surgir no outono. Muito usada na produção de bebidas e produtos artesanais e é muito delicada para transporte. Seus frutos são de coloração amarelada em seu interior.
GOIABA VERMELHA (Psidium guajava);A Goiaba Branca é uma planta perene podendo dar frutos o ano todo. A goiaba é doce, de perfume marcante e costuma surgir no outono. Muito usada na produção de bebidas e produtos artesanais e é muito delicada para transporte. Seus frutos são de coloração avermelhada em seu interior.
GONFRENAPERPETUA GLOBOSA SORTIDA ( Gomphrena globosa ) Sob encomenda;Sementes de perpétua, também conhecida como Amaranthus globular. Ela é uma planta herbácea de flores de coloração roxa, rósea ou branca. Suas folhas são oval-lanceoladas, de textura pilosa e coloração verde-clara.
GRAMA AZUL ( Festuca glauca) Sob encomenda;A combinação da coloração azulada com a textura fina e elegante desta gramínea, tornam-a muito requisitada em projetos paisagísticos. Ela é apropriada para forrações e para formação de maciços e bordaduras. Utilize estes bonitos pompons para criar contrastes com o piso e outras plantas de cores diferentes no jardim.
GRAMA BERMUDA FOLHA FINA ( Cynodondactylon.);A Grama Bermuda é ideal para campos de futebol pelo fato de se regenerar rapidamente além de possuir uma textura alcolchoada densa e macia, de cor verde vivo. Nos gramados ela deve ser sempre bem aparada, irrigada e fertilizada. Pode ser também recomendada para gramados, campos de golfe, playgrounds ou pastagens.
GRAMA SÃO CARLOS JESUITA FOLHA LARGA (Axonopus Compressus SP.) Sob encomenda;A Grama São Carlos tem folhas largas, lisas e sem pêlos. É estolonífera, isto é, o caule fica acima do solo e emite as raízes para baixo e as folhas para cima. De coloração verde vibrante a pleno sol e um pouco mais escura à sombra, há ainda uma forma variegada de folhas com margens branco-creme. É indicada para jardins públicos, industriais, residenciais, principalmente sítios e fazendas.
Name;Description
GRAVIOLA ( Annona muricata);A Graviola é uma bela árvore que gera frutos de sabor marcante. De origem tropical, ganhou a atenção dos Brasileiros.
GRAVIOLA (Annona muricata);
GRUMIXAMA (Eugenia brasiliensis);
GUACO (Mikania glomerata Spreng.);
GUAIMBÉ (Philodendron bipinnatifidum);
